id,codSinapi,gtin,ncm,descp
7178,34341,7898126080234,63079090,SACO ALVEJADO ENXUGA BEM N 20 45X68CM
7179,34341,7896098902486,38099190,AMACIANTE DE ROUPA YPE ACONCHEGO LV2L PG
7181,34341,7898599743360,39232990,SACO LISO PP 15X24X12
7182,34341,7891207025032,39232190,SACOS KIKO PLAST P FREEZER MICRO 3KG 25U
7190,34341,7909107613195,39232990,SACO METAL 15x29 METALCOR AZUL INTENSO C/ 50 REF 99060719
7191,34341,7899345649455,39232910,SACO ADESIVADO TRANSPARENTE 9x13+3 ABA C/100 REF 051714
7192,34341,7898610801284,39232190,SACO DE 40L C/100 3R
7193,34341,07896098902486,38099190,AMAC YPE ACONCHEGO L
7194,34341,07898339100460,39241000,COPO ULTRACOPOS TRAN
7197,34341,07895000419876,63071000,QA SACO ALVEJ 40X60
7198,34341,4005348001043,39232110,SACO PP LISO 16X32X05 - PCT C/100
7200,34341,3165140906623,82075011,"BROCA ACO RAP 1,0MM 2PCS HSS METAL BOSCH CT0001CT"
7201,34341,7898964629947,39232110,"SACO N 4 ZIP 8,5X12,5 COM 100UN"
7202,34341,4005348001043,39232110,SACO PP LISO 16X32X05
7204,34341,7898610800010,39232190,SACO 40X55X04 PRT RECIAL - 1X100und
7206,34341,7891334192034,39232190,SACO THEOTO C/50 5kg MULTI-USO
7207,34341,7899653781014,39241000,COAD PENEIRA ACO INOX LINE
7208,34341,3165140906746,82075011,"BROCA ACO RAP 5,0MM HSS METAL BOSCH CT0001CT"
7209,34341,3165140906760,82075011,"BROCA ACO RAP 6,0MM HSS METAL BOSCH CT0001CT"
7210,34341,7909107791800,39232990,SACO TRANSP 20X29 INCOLOR COM 50UN
7211,34341,7895068020175,39232910,SACO ORG BRANCO 10X15 COM 10UN
7212,34341,7899345649332,39232910,"SACO ADESIVADO TRANSPARENTE 7,5X133CM ABA COM 100UN"
7215,34341,7909107791800,39232990,SACO TRANSP 20x29 INCOLOR 20 PT C/50 REF 11300220
7218,34341,7897095014127,82075011,BROCA ACO 06MM CONC IRWIN
7219,34341,7896001003118,39232190,SACO ESFREBOM LIXO PIA/BANHEI
7220,34341,7898339100460,39241000,COPOS DESCARTAVEIS ULTRACOPOS 50UN 400ML
7221,34341,7896021625376,34022000,BL SANIT CX ACOPLADA
7222,34341,7909107986923,39232990,SACOLA SURPRESA SEREIA 15X29 COM 8UN
7223,34341,7909107712768,39232990,SACOLA SURPRESA FUTEBOL 15X29 COM 8UN
7224,34341,6942138919530,95030099,BOIA DE BRACO 23X15CM DISNEY PRINCESAS BESTWAY
7225,34341,7899440068502,82041100,CHAVE COMB ACO CB 10MM DIMAX
7226,34341,7898049290710,39232190,SACO LIXO PLASZOM  ROLO 100 LTS C 10UNID
7227,34341,7898049290680,39232190,SACO LIXO PLASZOM  ROLO 15 LTS C 40UNID
7228,34341,7898049290703,39232190,SACO LIXO PLASZOM  ROLO 50 LTS C 20UNID
7229,34341,7890000321778,39269090,BUCHA DT- 6 - STORM C ( SACO 10% ) ((B16M1)) ((B21D2-253-2A))
7232,34341,37891114114622,82075011,"BROCA ACO 1/4"" - TRAMONTINA"
7234,34341,7898599743087,39232110,"SACO PP LISO 15X20X0,5"
7235,34341,7896205226108,76141010,VARAL SECALUX 10MTS ACO - 26
7236,34341,7891114114928,82075011,BROCA ACO RAPIDO 9/64 TRA
7237,34341,7891114114911,82075011,BROCA ACO RAPIDO 1/8 TRAM
7238,34341,7898335073485,63079090,SACO PLAVAR ROUPA 40CM
7239,34341,7896380191611,82055900,ESPATULA DE ACO 8 CM - ATLAS
7242,34341,7899440075142,82054000,CHAVE PHIL ACO CROM VAN 1/4X8 DIMAX PC0001PC
7243,34341,7899440068601,82041100,CHAVE COMB ACO CB 20MM DIMAX PC0001PC
7244,34341,7891114102130,82054000,CHAVE PHIL ACO/CB 1/4X5 AM TRAMONTINA PC0001PC
7245,34341,7893946383350,82054000,CHAVE PHIL ACO/CB 1/4X5 NOVE54 PC0001PC
7246,34341,3165140434843,82075011,BROCA ACO 05MM CONC BOSCH PC0001PC
7247,34341,7898087583799,83014000,TARJETA ACO 11/2 CT2 ZC SILVANA CT0001PC
7248,34341,7896226309224,21069029,CREME CONFEITEIRO ARCOLOR 1KG - SACO 1KG
7249,34341,7896301463001,39232990,SACO CONFEITEIRO DESC GRANDE MAGO - PCT C/5
7250,34341,7898648110464,39232190,SACO 28X44X04 COM 100UN
7251,34341,7909107791800,39232990,SACO TRANS 20X29 INCOLOR CROMUS C/50
7252,34341,7896020618027,95030099,BOIA DE BRACO MOR 30X18CM    1802
7253,34341,7898648110228,39232190,SACO PLASTICO 28X44X02 C 100UNID NEWPLAS
7256,34341,7909107036598,39232990,SACO PRESENTE 45X59CM CARROS CROMUS
7257,34341,7909107328938,39232990,SACO PRESENTE 60X90CM DIVERSOS CROMUS
7258,34341,7909107510159,39232990,SACOLA ZIPPY METALIZADA 32X40
7259,34341,7896001005099,39232190,Saco Esfrebom 6lt p
7261,34341,7899146658540,76072000,EMB.ALUM P TRUFAS 15X16CM CORACOES VERM
7262,34341,7908352100566,39232990,SACOLA PEBD SORRISO 18X26X12 AZUL - 1X50UND
7263,34341,7898078483732,39232190,SACOS P FREEZER FORT LAR C 100UN 3KG
7264,34341,7896001003033,39232190,Saco Lixo Esfrebom 5
7265,34341,7898339100446,39241000,COPOS ULTRACOPOS TRANSPARENTE 300ML I
7266,34341,7898948033043,63052000,SACO DE PANO G ALVEJADO 58X78 CM
7268,34341,7909107036574,39232990,SACO PRESENTE 45X59CM PRINCESAS CROMUS
7269,34341,7909107036635,39232990,SACO PRESENTE 45X59CM HOMEN ARANHA CROM
7270,34341,7909107329058,39232990,SACO PRESENTE 45X59CM TOY STORY CROMUS
7271,34341,7896098902486,38099190,"AMACIANTE YPE ACONCHEGO L2P1,8L"
7272,34341,7897307403732,32151900,SACO DE PAPEL PQ GOLUSEIMAS AMARELO COM 50UND
7273,34341,7897307403749,32151900,SACO DE PAPEL PQ GOLUSEIMAS AZUL ESC COM 50UND
7274,34341,7897307403800,32151900,SACO DE PAPEL PQ GOLUSEIMAS PRETO COM 50UND
7275,34341,7897307403817,32151900,SACO DE PAPEL PQ GOLUSEIMAS ROSA COM 50UND
7276,34341,7897307403855,32151900,SACO DE PAPEL PQ GOLUSEIMAS VERMELHO COM 50UND
7277,34341,7896359019595,39232990,SACO SANREMO HERMETICO C/ 5UND
7278,34341,7896098902486,38099190,"AMACIANTE YPE ACONCHEGO L2L P1,8L"
7280,34341,7896098902486,38099190,AMACIANTE YPE ACONCHEGO LEVE 2LT
7281,34341,7896098902486,38099190,AMACIA. YPE ACONCHEGO LV2L/PG1.800L
7282,34341,7896300500783,39232190,SACO PRATSY FR 5L UN
7283,34341,7891242420465,38099190,AMAC UAU ACONCHEGO 2L
7284,34341,7898126080234,63079090,Saco Enxuga Bem Alvejado N20 Tam 45x68cm
7285,34341,7908333900000,39209990,SACO PP INCOLOR 10X15 CM 100 UN
7288,34341,7897595601766,30049099,SINVA SINVASTACOR 10 30C
7290,34341,7896647048917,39232990,SACO TR GALA 20X29 C 50 INC 4891
7291,34341,7896098902400,38099190,AMAC DIL YPE ACONCHEGO 2L
7292,34341,7896714204413,30049099,DICLOFENACO DIETILAMONIO 60G NEO QUIMICA
7293,34341,7898959137846,39232910,sacola transparente 05x22cm
7294,34341,7898091780030,63079090,AVENTAL PARA ACOGUE BEM ME QUER G 58CM
7296,34341,07899613305519,39232990,SACO METAL 15X29 DARK GREEN C/50 COD 99005842
7297,34341,07899345649356,39231090,SACO ADESIVADO TRANSPARENTE 7X12 COD 051709
7298,34341,7897595601773,30045050,SINVASTACOR 20MG 30CPR                 D
7299,34341,7909107328990,39232990,SACO PRESENTE 45X59CM DISNEY CROMUS
7300,34341,7908352100573,39232990,SACOLA PEBD SORRISO 18X26X12 BRANCO - 1X50UND
7301,34341,7908352100542,39232990,SACOLA PEBD SORRISO 18X26X12 PRATA
7302,34341,7908352100559,39232990,SACOLA PEBD SORRISO 18X26X12 ROSA - 1X50UND
7303,34341,7908352100511,39232990,SACOLA PEBD SORRISO 18X26X12 VERMELHO - 1X50UND
7304,34341,7898546458750,39232990,SACO PRESENTE 45X59CM AVENGERS CROMUS
7305,34341,7896098901854,38099190,AMAC YPE ACONC 2L
7306,34341,7898480923130,95079000,EMPATE DE ACO MS 50 LBS C/10M -
7307,34341,7898511027394,82055900,TACO LIXA 13X7CM
7309,34341,7894061003321,39229000,CHUVEIRO C/BRACO C/REG 4 BR LUCONI
7311,34341,7896523207803,30039047,DICLOFENACODIETILAMONIO 10MGG GEL BG 60G
7316,34341,7897595601773,30049099,SINVASTACOR 20MG C/30 HE
7317,34341,7899655043141,96040000,PENEIRA ACO YAZI 21CM
7319,34341,7898469660414,82075011,BROCA ACO RAPIDO 6MM ROCAST
7320,34341,7897095000106,82075011,BROCA ACO RAPIDO 11/64 IRWIN
7323,34341,7890000000062,25059000,AREIA GROSSA SACO C/18L
7324,34341,7898339100446,39241000,COPO PLAST PP TRANS 300ML ULTRACOPOS
7325,34341,7898339100439,39241000,COPO PLAST PP BCO 300ML ULTRACOPOS
7326,34341,7898546005817,39232910,SACO ADESIVADO 10X10 VABENE N.19 - 100UN
7328,34341,07898226515193,39232190,SACO EMBALIXO 100L
7329,34341,07895000500383,39232190,QA SACO P/LIXO 100 L
7330,34341,07897750781166,63071000,SACO ALGODAO
7333,34341,7896004706900,30049062,TROMETAMOL CETOROLACO OFT 5MG
7336,34341,7898260930426,95030050,BRINQ PULSEIRA MINI PLAY - PACOTE
7337,34341,7896098902400,38099190,Amaciante Ype Aconch
7338,34341,7909107613133,39232990,SACO METAL 15X29 METALCOR PRATA COM 50UN
7339,34341,7898957823017,39234000,SACO 4.5X22X02 (FLAU) LUPLAST - PCT C/2X500
7343,34341,7898339100286,39239000,KIT POTE DESC ULTRACOPO 250ML TRANSP 25U
7345,34341,7897595601766,30045050,SINVASTACOR 10MG 30CPR HEXAL           D
7346,34341,7898948220177,39232110,SACO PLAST 40L PRETO 45X55 DOKA
7347,34341,4005169001048,39232110,SACO 15X30X07 (1KG) LISO
7349,34341,07908352100863,39232990,SACOLA SORRISO PP18X
7350,34341,7896098902486,38099190,"AMAC YPE ACONCHEGO LV2PG1,8LT - UN"
7351,34341,7896013800583,39232910,SACO P/ LIXO ROLL PRETO 15LT BOM
7352,34341,7896013801146,39232910,SACO P/ LIXO ROLL AZUL 30LT BOM
7355,34341,7898944035874,39232190,Saco La Casa Con 100
7358,34341,7896098902486,38099190,AMAC YPE ACONCHEGO 2L GRTS 200ML
7360,34341,7893946383374,82054000,CHAVE PHIL ACO/CB 1/4X8 NOVE54 PC0001PC
7362,34341,7898091780030,39262000,AVENTAL PLASTICO PARA ACOGUE 58CM X 100C
7363,34341,7899345649455,39232910,SACO ADESIVADO TRANSPARENTE 9X133CM ABA COM 100UN
7366,34341,7897095000113,82075011,BROCA ACO RAPIDO 3/16 IRWIN
7367,34341,7898582442294,39232990,SACO ADESIVADO INCOLOR 20X30CM 50UN NOVA
7369,34341,7896098902400,38099190,AMAC YPE ACONC AZUL 2L
7370,34341,7896001003149,39232190,SACO ESFREBOM LIXO ALMOFADA 15
7372,34341,7896098902486,38099190,"AMACIANTE YPE ACONCHEGO  LV2L PAGUE 1,8L"
7373,34341,7909107767454,39232910,"SACO ADESIVADO TRANSPARENTE C/FURO 7,5x13+3 ABA C/100 REF 11300188"
7374,34341,7898339100286,39239000,KIT POTE/TAMPA ULTRACOPOS TRANSP 250ML
7376,34341,7899440068625,82041100,CHAVE COMB ACO CB 22MM DIMAX PC0001PC
7377,34341,7899146658540,76072000,"EMB ALUMINIO PARA TRUFAS CORACOES VERMELHO 14,5X15,5 COM 100UN"
7378,34341,7896001020559,39232190,BRILHUS SACO PARA LIXO ROLO 15L
7381,34341,7899785542613,39232110,saco adesivo vmp 15x22 PCT
7382,34341,7899345649455,39232910,SACO ADES. TRANSP. 9X13 3CM ABA 100UN
7384,34341,7908365401223,39232990,"SACO 4,5X22 LISO FLAU"
7386,34341,7899440075166,82054000,CHAVE PHIL ACO CROM VAN 1/4X10 DIMAX PC0001PC
7387,34341,7898339190089,39239000,POTE PLAST 200ML ULTRACOPOS
7388,34341,7898087581399,83021000,DOBRAD ACO 212 CT3 850 ZC SILVANA
7390,34341,7898546006012,39232110,SACO ZIP N3 7X10CM 100UN/PCT
7391,34341,7898937145047,39229000,"CHUVEIRO 4""C/ BRACO C/ REG.BRANCO DUDA U"
7392,34341,7899345649479,39232910,SACO ADESIVADO TRANSPARENTE 10X103 CM ABA COM 100UN
7393,34341,7898049290758,39232190,SACO REC PAPALIXO 30L 59CMX62CM 20UN
7394,34341,7898049290772,39232190,"SACO REC PAPALIXO 100L 75CMX1,05M 10UN"
7395,34341,7898049290741,39232190,SACO REC PAPALIXO 15L 39CMX58CM 40UN
7396,34341,7898049290765,39232190,SACO REC PAPALIXO 50L 63CMX80CM 20UN
7397,34341,7896001003033,39232190,SACO P/LIXO ALM 50L PT ESFREBOM
7398,34341,7896001003040,39232190,SACO P/LIXO ALM 100L PT ESFREBOM
7404,34341,7899655077733,96040000,PENEIRA ACO INOX 14CM 48251
7405,34341,7891242420465,38099190,AMAC ROUPAS UAU 2L ACONCHEGO
7406,34341,7896098902400,38099190,AMACIANTE YPE DIL ACONCHEGO AZUL 2L
7407,34341,7898586136151,39232110,SACO P LIXO FOX LUX ROLO 15L C 30UN 39X5
7408,34341,7898599741687,39232990,"SACO 12X35X0,06 PP TRANSPARENTE"
7409,34341,7896082824312,39232190,SACO P/LIXO 30L ROLO C/30SC PT UTILIX DOVER ROLL
7410,34341,7896001003156,39232190,Saco Lixo Esfrebom 2
7411,34341,7891242420465,38099190,AMACIANTE DE ROUPA UAU PERF.ACONCHEGO 2L
7412,34341,7898610801284,39232190,SACO DE LIXO 48X53X03 40L.C/100UN PRETO
7413,34341,7898546006982,39232910,SACO AD C/ FURO N.13 9CMX13CM C/ 100 UND VABENE
7414,34341,7898546006999,39232910,SACO AD C/ FURO N.14 10CMX10CM C/ 100 UND VABENE
7415,34341,7899345649233,39232910,SACO ADESIVO TR 6X25+3 ABA CROMUS - PCT C/100
7417,34341,7898586136168,39232110,SACO P LIXO FOX LUX ROLO 30L C 20UN 59X6
7422,34341,7898087581405,83021000,DOBRAD ACO 3 CT3 850 ZC SILVANA CT0003PC
7423,34341,7898420971818,96040000,AP14 PENEIRA EM ACO INOX 14CM
7424,34341,7897095000953,82075011,"BROCA ACO RAPIDO MM 5,00MM - IRWIN"
7426,34341,7896001003156,39232190,SACO ESFREBOM LIXO ALMOFADA 200L
7427,34341,7898959137174,39232190,SACO 08X20 COM 1000UN
7430,34341,7891114063486,82041100,CHAVE FIXA ACO/CB 14X15MM TRAMONTINA
7434,34341,7899942802758,39269090,PARAF CJ FIXACAO P/CAIXA ACOPLADA BLUKIT UN
7435,34341,7898948220207,39232190,SACO PLAST 40L AZUL 45X55 DOKA - PCT C/100
7438,34341,7896001003118,39232190,SACO PIA ESFREBOM 8L
7439,34341,7898546327438,39232990,SACO PACKPEL INCOLOR 15X29 PT C/100
7440,34341,7899525681824,95030022,BRINQ BUBA OPERACOES ESPECIAIS 08182
7442,34341,7896181711988,12024200,AMENDOIM DACOLONIA
7443,34341,7898088980344,63071000,SACO ALVEJ.COPATEX
7444,34341,7000000235191,72162100,SUPORTE ACO 25CM PRATEL THOMPSON
7446,34341,7899440065662,82021000,MINI ARCO SERRA ACO 12 LAMINA DIMAX PC0001PC
7447,34341,7897371609467,82021000,LAMINA SERR ACO BI MET 32D AM STAMACO PC0001PC
7448,34341,3165140906661,82075011,"BROCA ACO RAP 2,6MM 2PCS HSS METAL BOSCH CT0001CT"
7449,34341,3165140906685,82075011,"BROCA ACO RAP 3,2MM 2PCS HSS METAL BOSCH CT0001CT"
7450,34341,3165140906739,82075011,"BROCA ACO RAP 4,8MM HSS METAL BOSCH CT0001CT"
7451,34341,7899440068762,82041100,CHAVE FIXA ACO CARB 16X17MM DIMAX PC0001PC
7452,34341,7896367712082,83024200,SUPORTE PRAT MAO FRANC ACO 20CM PT PRATK PC0001PC
7453,34341,7893946009045,82075011,BROCA ACO/CB 6MM CONC VONDER PC0001PC
7454,34341,7899440065204,82054000,CHAVE PHIL ACO/CB 1/4X4 DIMAX PC0001PC
7455,34341,7891117000587,82011000,PA ACO 292MM JARD ESTR CB MAD TRAMONTINA PC0001PC
7456,34341,7896367706142,83024200,SUPORTE PRAT MAO FRANC ACO 20CM BR PRATK PC0001PC
7457,34341,7899097526196,83014000,TRINCO ACO 2 1/2 FIO RED NQ ISERO CT0001CT
7458,34341,7891114063578,82041100,CHAVE COMB ACO/CB 13MM 41128/113 TRAMONT PC0001PC
7459,34341,7899440075203,82054000,CHAVE PHIL ACO CROM VAN 5/16X5 DIMAX PC0001PC
7462,34341,7898948220207,39232190,SACO PLAST 40L AZUL 45X55 DOKA
7463,34341,07899755694342,39269090,BOIA DE BRACO INPLAVEL 25X15
7464,34341,7909107839670,39232990,"SACOLA COM ZIPER NACARADO 16X123,5 SANF COM 8UN"
7467,34341,7896112148593,30049037,DICLOFENACO RESINAT 20ML
7470,34341,7898415550028,39232910,SACO DE LIXO 30L PACK LIXO
7471,34341,7898904854231,39232110,SACO LAR BIO P/LIXO 100L AZUL C/15
7472,34341,7898904854965,39232110,SACO LAR BIO REFOCADO P/LIXO 50L PRETO C
7473,34341,7898610800430,39232190,SACO PLAST PT AZ 20L 40X55X04 C 100UNID
7474,34341,07899345649332,39231090,"SACO ADESIVADO TRANSPARENTE 7,5X13+3 ABA 051708"
7476,34341,7896040700054,34052000,CERA TACOLAC SUPER 500ML
7478,34341,7896098902400,38099190,AMAC ACONCHEGO 2LT YPE - 1UND
7479,34341,7909107329010,39232990,SACO PRESENTE 60X90CM DISNEY CROMUS
7480,34341,7908352100481,39232990,SACOLA SORRISO C/ 50 REC. 18X26X12 CORES DIVERSAS REF 00093
7482,34341,7899655066515,39241000,SACO PARA CONFEITAR DESCART 36CM C6 CAROL
7483,34341,7896112122463,30049099,DICLOFENACO DE SODICO 50MG
7484,34341,7896098902486,38099190,AMAC YPE ACONCH AZUL 2L
7485,34341,7898126080234,39232190,SACO ALVEJADO N 20
7486,34341,07909107791800,39232990,SACO TRANSP 20X29 IN
7487,34341,7909107510128,39232990,SACOLA ZIPPY METALIZADA 46X43
7488,34341,7896001003033,39232190,Saco Esfrebom 50lt p
7489,34341,7896001003040,39232190,Saco Esfrebom 100lt
7490,34341,7896523214092,30049037,DICLOFENACO DE POTASSICO
7491,34341,7891395014887,82055900,"ESPATULA DE ACO POLIDO 2.1/2"" 63,5MM TIGRE REF.2151-2.1/2"
7492,34341,7898339100439,39241000,COPO ULTRACOPOS DESC 300ML C/100UND
7493,34341,7898226513922,39232110,SACO DE LIXO EMBA LIXO 50L
7494,34341,7898226513915,39232110,SACO DE LIXO EMBA LIXO 30L
7495,34341,7898226513939,39232110,SACO DE LIXO EMBALIXO 100L
7496,34341,7898226513908,39232110,SACO DE LIXO EMBALIXO 15L
7497,34341,07898133131837,30049099,XAROPE DE GUACO S/ A
7499,34341,7896480642549,39232990,SACO SMART FREEZ 28X40CM
7500,34341,7896714204413,30049037,DICLOFENACO DIETILAMONIO 10MG 60G GEN N.QUIMI
7501,34341,7899345649479,39232910,SACO ADESIVADO TRANSPARENTE 10X10 3CM ABA C/100 REF 051715
7502,34341,7899345649493,39232910,SACO ADESIVADO TRANSPARENTE 10X15 3CM ABA C/100 REF 051716
7504,34341,7896523227092,30049039,ACECLOFENACO G 100/12CP
7505,34341,07898226513908,39232190,SACO LIXO EMBALIXO P
7506,34341,07898226513939,39232190,SACO LIXO EMBALIXO 1
7508,34341,7896714204413,30049037,DICLOFENACO DIETILAMONIO 10MG 60G NQ
7509,34341,7897595601773,30049059,SINVASTACOR 20MG 30CPR
7511,34341,7897371607845,82075090,BROCA CHATA ACO 12X152MM MAD STAMACO PC0001PC
7512,34341,7500435132657,96190000,FRALDA DESCAR. PAMPERS SUPERSEC PACOTINH
7513,34341,7896779632381,39241000,POTE CAFE ACOPLADO COM ROSCA 2L - 238/CA
7514,34341,07909107791800,39231090,SACO TRANSP 20X29 INCOLOR C/50UND 11300220
7515,34341,7896523227092,30049039,ACECLOFENACO 100MG 12COM
7516,34341,07897574153569,39264000,APLIQUE SAFARI MACACO EVA MA/BE COD 398
7521,34341,7899095202733,30049077,CONACORT20MG CREME BG 30G
7522,34341,7896714204413,30049037,"DICLOFENACO DIETILAMONIO GEL CREME 11,6MG/G C/60G"
7523,34341,7899932231520,39249000,TAPETE MONACO HABITAT
7525,34341,7899942802758,39269090,KIT FIX PLAST CX ACOP BLUKIT PARAFUSO
7531,34341,7896714204413,30049037,DICLOFENACO DIETILAMONIO GEL 60G
7532,34341,7897917001168,30049077,BETACORTAZOL CREME 30G
7535,34341,7896004710303,30049093,DICLOFENACO RESINATO GTS 20ML GERMED
7537,34341,7898480923147,95079000,EMPATE DE ACO MS 60 LBS C/10M -
7541,34341,7898128473096,39269090,PARAF FIXACAO P/CAIXA ACOPL CENSI
7543,34341,7896714204413,30049037,DICLOFENACO DE DIETILAMONIO 10MGGR GEL DERM BG 60GR
7545,34341,7898014561883,30049099,GUACO XPE 150ML - GUACONAT
7547,34341,7896714200804,30049037,TORSILAX C/30CP CAFEINA+CARISOPRODOL+DICLOFENACO S
7548,34341,7899095202733,30049077,CONACORT 20MG CREME BG 30G
7549,34341,7896523207803,30039047,DICLOFENACO DIETILAMONIO GEL 60GR
7551,34341,7896779622382,97060000,POTE ACUCAR ACOPLADO C/ROSCA 2LTS
7554,34341,7908365401773,39232990,"SACO TRANSP. PEAD 05X22X2,2 FLAU"
7556,34341,7898232990304,39269090,GANCHO L ACO BUCHA D8C-2 CT2 FIX ALL
7557,34341,7898087580835,83014000,PORTA CAD ACO 31/2 300 ZC SILVANA
7558,34341,17893946596504,82075011,BROCA ACO RAP 1/4 HSS METAL NOVE54
7559,34341,7897095000113,82075011,BROCA ACO RAP 3/16 MET IRWIN
7561,34341,7897095062357,82075011,"BROCA ACO RAPIDO "" 7/64"" - IRWIN"
7562,34341,7896004722122,30049099,ACECLOFENACO 100MG 12CP G EMS
7563,34341,07898610801321,39232190,SACO RECICLADO 42X42
7564,34341,7898094338542,39269090,"ABRAC PLAS PRT 150X2,5 - NEW SATELITE PACOTE C/100 8854 (B17M1AS1-P5) ((B18D2-259-1A))"
7565,34341,7896112122463,30049037,DICLOFENACO POTASSICO 50mg 20 cpr disper
7566,34341,7899942802758,39269090,PARAFUSOS FIXACAO P/ CAIXA ACOP C/2UN BLUKIT
7567,34341,3000000500149,82075011,BROCA ACO RAPIDO 9MM
7570,34341,7896422504256,30049037,DICLOFENACO DIETIL. GEL CR. 60G - MEDLEY;
7571,34341,1387449832973,65040090,SACOLA BOCA DE PALHAÇO
7572,34341,7898133131837,30049099,GUACO XPE 150ML - NATULAB;
7573,34341,27893946046907,82075011,BROCA ACO - 1/4
7574,34341,7891265403308,82029100,LAMINA SERR ACO RAP 12 BIMET 18D VM STAR
7577,34341,7899470802961,30049099,XAROPE DE GUACO C/100ML
7578,34341,07890000006538,39232990,SACOLA KG
7580,34341,7897595604163,30049059,SINVASTACOR 40MG 30'S
7582,34341,07898226517593,39232190,SACO EMBALIXO 50L
7585,34341,7909107791787,39232990,SACO TRANSP 15x29 INCOLOR C/50 UN
7586,34341,7897780013480,39232910,SACO TRANS 15X22 INCOLOR CROMUS - CENTO
7588,34341,7896959100075,63071000,SACO ALVEJADO 45X70CM BC
7591,34341,7908352100603,39232990,SACOLA IMPLAST 20X30X12 PEAD DIVER
7592,34341,7896714204413,30049037,DICLOFENACO DIETILAMONIO 60G
7593,34341,7896098902400,38099190,AMAC. YPE ACONCHEGO 2L
7595,34341,7899655066539,39241000,SACO P/ CONFEITAR DESC. C/ 6 UND 54cm COD.19670 YA
7596,34341,7899655066539,39241000,SACO P/ CONFEITAR DESC. C/ 6 UND 54cm COD.19670 YAZI
7597,34341,7891265403315,82029100,LAMINA SERR ACO RAP 12 BIMET 24D STARRET
7598,34341,7896300500776,39232190,SACO PRATSY FR 3L UN
7600,34341,7898948220177,39232110,SACO PLAST 40L PRETO 45X55 DOKA - PCT C/100
7601,34341,7898427931150,83024100,ARMADOR REDE ACO PARAF SILVANA
7602,34341,7896001020559,39232190,SACO BRILHUS ROLO 15L C 12
7603,34341,7898126080234,39232190,SACO ALVEJADO ENXUGA BEM N 20
7604,34341,7896001003118,39232190,SACO LIXO ESFREBOM 8L
7605,34341,07894650002513,34022000,DESO SAN PATO CX ACO
7607,34341,7898930672663,39232110,Saco Wydapratic C  F
7609,34341,7898904854200,39232110,SACO LAR BIO P/LIXO 15L AZUL C/60
7611,34341,7896380173136,82055900,"ESPATULA ACO CROMADO (4) CM - 1.1/2"" - 6255/6   UN   ATLAS"
7612,34341,7898420971818,96040000,PENEIRA EM ACO INOX 14CM MIMO STYLE
7615,34341,7894650005705,34022000,MM CX ACOP DUO VERDE
7617,34341,7898226513533,39232190,SACO FREEZ EMB 2L UN
7618,34341,7896001020566,39232190,SACO BRILHUS LIXO ROLO 30L
7619,34341,7891242420465,38099190,Amac Perf Uau Aconchego 2l
7620,34341,7896082812067,39232190,SACO FREEZ ROLL UN
7621,34341,7893946009786,82075019,BROCA CH ACO/CB 1/2 MAD VONDER PC0001PC
7622,34341,7891055572207,82055900,ESPATULA ACO 6CM CONDOR
7623,34341,7896098902400,38099190,AMAC YPE ACONCHEGO 2L
7624,34341,7909107791947,39232990,SACO TRANSP 20X29 SORTIDO COM 50UN
7631,34341,7898648110228,39232190,SACO PLAST. ( 28 X 44 ) 4 KG
7632,34341,7908365401285,39232190,"SACO 4,5X25X4 LISO FLAU"
7634,34341,7896098902400,38099190,AMAC.ROUP.YPE ACONCHEGO 2L
7636,34341,7894650002520,34022000,PATO CX ACOPLAD PINH
7637,34341,7897095062647,82075011,"BROCA ACO RAPIDO MM 5,50MM - IRWIN"
7638,34341,7891265403308,82029100,SERRA ACO RAPIDO STARRET
7639,34341,4005182001032,39232190,SACO 25X35X04 (3KG) LISO
7640,34341,7898049795260,30049037,ACECLOFENACO 100MG CX 12 COMP REV
7641,34341,7898610800027,39232190,SACO 49X55X04 PRT RECIAL - 1X100
7644,34341,7898226513991,39232190,SACO LIXO 30L 30UN AZ 399
7645,34341,7908352100658,39232190,SACOLA BOCA DE PALHACO 20X30X12 ROSA 50
7646,34341,4005349001042,39232190,"SACO PP LISO 18X40X0,5"
7647,34341,7891334192034,39232190,Saco Multiuso Theoto Desc 5l
7649,34341,07897750778579,63071000,SACO ALGODAO ALV PRE
7650,34341,7899655026298,82055100,ABRIDOR SAC.ROLHAS ACO INOX
7651,34341,7898930672663,39232110,SACO POL COM FECH HERMETICO G 27CMX31CM
7652,34341,7896523207803,30049037,DICLOFENACO DIETILMONIO GEL 60G
7654,34341,7896004711560,30049093,DICLOFENACO COLESTIRAMINA 70 MG 2 BLT X 10 CPS
7656,34341,7896004722122,30049039,ACECLOFENACO 100MG C/12C
7657,34341,7896001003118,39232190,ESFREBOM SACO P LIXO ROLO PIA 8L
7658,34341,7896001003118,39232190,ESFREBOM SACO PARA LIXO ROLO PIA 8L
7659,34341,7899345649233,39232910,SACO ADESIVADO TRANSPARENTE 6X253CM ABA COM 100UN
7660,34341,7899345649493,39232910,SACO ADESIVADO TRANSPARENTE 10X153CM ABA COM 100UN
7663,34341,7898582443802,39232990,SACO BOPP INCOLOR 11X20CM C/50 NOVA ALIA - PCT C/50
7664,34341,7896001003156,39232190,Saco Esfrebom 200lt
7665,34341,7894650002520,38089411,BLOCO SANIT PATO 40G CX ACO PINHO
